,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,-353.7075,-317.70898,-291.74896,-270.37485,-224.11504,-141.03844,-109.726685,-125.43357,-141.91151,-189.1609,-310.33597,-146.72058,-66.32393,-82.057144,-138.77985,-134.5914,-115.04808,-123.47233,-173.78445,-276.74588,-409.87192,-428.55573,-427.15533,-424.66568,-219.45987,-112.47588,-85.10723,-105.49216,-119.79988,-115.23674,-117.312935,-128.85138,-146.48166,-186.20956,-256.0201,-288.88348,-298.60468,-303.0953,-302.8583,-324.5214,-355.36166,-368.9611,-199.30988,-96.24264,-110.26215,-236.66238,-331.34753,-393.66797,-423.92285,-426.02853
1,-425.79956,-429.11032,-430.5348,-432.24695,-433.9567,-427.2268,-425.96356,-422.26694,-407.9454,-400.37607,-400.09808,-400.03598,-399.79724,-416.49783,-414.64658,-416.95264,-426.02036,-424.54544,-420.36194,-428.36273,-432.6668,-429.8024,-426.50174,-434.59152,-434.88446,-432.96643,-431.6494,-435.70508,-440.05344,-438.46912,-433.33514,-429.0385,-437.13156,-436.86356,-431.42355,-428.29306,-427.01007,-433.1945,-434.45712,-431.61914,-430.39764,-425.92297,-405.14624,-406.58243,-413.24573,-417.05005,-431.60577,-430.6453,-431.23807,-430.5651
2,-429.4371,-428.50558,-429.89203,-432.84763,-431.19745,-427.47333,-429.01868,-438.5464,-435.82437,-432.86182,-433.9403,-431.07596,-421.4785,-371.18823,-265.39032,-201.59427,-201.38345,-208.07372,-166.0422,-143.28474,-181.27574,-232.6089,-161.24464,-139.6381,-164.74611,-147.61404,-138.15863,-143.50604,-140.92413,-161.33289,-146.50781,-120.63654,-125.26426,-132.72661,-92.73845,-105.14979,-178.03491,-216.76479,-238.06993,-277.85858,-296.71997,-304.57822,-295.1304,-210.70486,-150.81445,-138.76595,-141.25597,-146.21951,-130.35771,-128.732
3,-142.76823,-148.25548,-157.81752,-166.02287,-190.27478,-223.15182,-271.86182,-295.11774,-298.667,-306.3492,-335.2915,-370.90198,-390.92352,-401.4848,-411.9448,-416.40683,112.93722,122.60504,125.74531,123.62596,162.2385,200.62233,186.96765,149.46027,138.55786,136.91714,123.363754,83.530556,101.565125,115.54365,132.4054,138.0356,161.56555,170.48949,163.37106,133.89139,67.58834,63.48055,66.5449,67.170975,125.61966,152.8812,168.35252,168.54193,157.1672,167.10696,176.96194,184.46124,198.81035,191.24977
4,157.31107,127.76289,119.87695,117.65323,125.057846,123.38645,118.59657,110.10626,119.42645,118.73098,112.930695,106.06308,114.00183,86.01233,71.88819,66.406265,66.02925,63.617416,64.11742,65.66586,66.236824,70.91881,73.23317,72.51918,78.50569,89.08304,90.52365,89.91245,88.00354,79.773,82.45284,79.02388,71.93814,73.29385,74.086426,66.593254,64.34212,66.53211,70.702255,62.77985,62.12085,64.42223,67.093155,65.36415,60.801514,61.28836,63.624855,67.08264,60.573215,57.652176
5,65.13507,70.41753,70.40219,62.326717,59.453938,64.85961,65.75509,71.24458,88.541595,85.205376,71.08476,70.16533,62.44095,65.30655,66.45274,66.35275,68.21083,67.02479,70.0099,64.081985,63.23963,67.905975,69.28815,60.391747,62.18522,63.996387,58.5186,56.37648,63.410393,74.451866,116.81825,131.09747,114.82621,119.97948,157.15332,160.89331,156.54446,152.37872,126.37655,124.51129,99.03341,60.24992,31.212818,21.912077,68.50326,109.612686,97.02635,44.829487,-0.73445874,-21.130405
6,33.067333,69.38371,112.33278,142.26953,155.25491,154.74689,137.02371,130.97519,127.445724,88.422424,54.266914,31.736347,44.186325,102.34764,134.60971,146.12613,146.04465,141.18228,148.81754,152.88841,157.12964,156.33171,144.28857,141.17145,142.81712,142.26071,126.58918,110.525085,96.11047,90.098366,83.29434,75.561295,17.76839,-6.7412696,-20.989407,-23.323967,0.9516889,-6.954485,-22.015106,-26.477158,-13.363523,5.862932,40.008957,-44.103676,-43.290924,-26.659058,-13.715565,-21.791138,-18.5354,-15.575003
7,-11.436184,2.0898423,21.292007,25.455929,30.786942,30.029629,-28.006683,-38.784042,-34.441437,-33.11282,-45.707527,-38.34341,-29.661007,-29.45995,-13.417479,-4.774912,25.123789,28.626318,31.155607,28.368187,26.30023,41.034958,59.24362,50.639694,-24.517502,-45.8124,-37.850513,-4.4068937,13.6754055,29.51141,33.446846,29.151278,26.128029,27.812935,29.223755,32.95083,38.072544,38.768295,39.14906,34.448547,31.745785,27.771236,30.504486,28.69806,25.278694,33.172623,34.5261,34.224396,32.521965,27.449146
8,21.384546,29.454067,34.256077,31.718567,31.56306,31.16431,30.437386,31.32504,32.453384,35.200935,36.484016,34.452282,31.098997,32.530224,33.934578,29.865177,28.318163,30.032383,32.29361,31.214958,29.364021,30.938812,31.784908,34.581863,34.26085,30.710539,21.002693,23.605125,26.699757,30.772707,35.135384,33.324142,34.03852,32.48129,36.441803,34.671963,32.401997,32.00615,36.511997,33.693092,32.237713,30.68022,26.556831,24.220768,24.518799,7.9644175,-32.749466,-50.13176,-58.17884,-48.72343
9,-18.448824,-11.226679,5.3829784,28.757122,-26.798136,-17.467274,8.408968,-16.763647,-52.786507,-65.470436,-28.712448,-1.06504,4.805129,-13.614386,-30.6501,-28.058634,-3.5100102,-0.052692175,23.980244,40.343437,45.425972,59.41134,48.138626,42.405334,41.664436,18.678406,5.7944794,-3.3152256,-1.5946426,-7.9284267,-26.974073,-30.079317,-32.27366,-38.2919,-37.23182,-41.683662,-25.29842,2.1381998,21.765295,24.379984,26.915812,31.845634,32.578423,31.042564,25.470978,31.697939,38.804893,34.25824,6.5016146,-2.0569503
