,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,-451.62048,-426.222,-439.12378,-476.38885,-521.9193,-402.395,-239.57335,-147.08008,-126.4737,-159.13586,-161.33093,-182.29163,-226.23286,-220.51724,-181.33478,-173.55495,-166.7857,-143.93932,-135.18518,-126.27587,-117.56321,-165.2064,-265.99768,-294.21445,-216.11089,-187.45955,-223.53914,-321.34714,-293.89038,-230.94633,-175.63515,-148.63376,-154.5909,-194.57451,-304.5874,-499.69876,-397.03217,-273.33743,-218.40216,-186.45828,-178.4759,-214.84984,-336.17572,-474.9428,-313.18283,-275.51852,-277.3092,-251.4946,-226.9369,-232.8016
1,-226.56781,-218.80833,-264.0533,-336.91736,-255.45549,-226.04025,-247.61256,-329.94028,-361.99753,-308.15887,-248.31894,-224.65646,-252.59123,-332.83154,-319.1703,-277.2895,-288.36893,-315.3029,-379.07318,-353.0874,-297.9964,-288.1981,-255.85551,-251.77493,-270.17807,-286.84167,-317.78226,-407.3218,-346.4592,-214.25601,-177.1089,-192.50948,-188.18233,-191.49594,-238.87012,-301.0353,-323.65323,-329.60312,-319.8454,-334.9575,-362.97702,-358.06998,-353.0122,-335.77573,-313.26376,-309.82773,-328.82385,-344.77014,-341.59634,-340.7877
2,-339.44638,-320.72952,-276.59537,-261.6881,-272.03452,-266.69977,-300.63107,-364.67505,-378.6738,-403.15677,-314.55295,-248.13837,-251.27365,-277.47766,-323.72977,-377.12268,-366.38605,-336.34216,-334.14285,-304.2052,-230.11444,-206.39645,-204.10931,-212.89386,-258.50006,-345.63196,-370.63925,-291.0794,-265.89282,-282.6144,-298.51758,-310.7148,-369.98508,-462.88364,-309.74844,-248.77654,-266.81445,-313.04196,-356.9908,-365.96176,-372.99994,-433.1161,-424.69962,-289.30072,-276.78784,-335.87622,-343.76367,-374.41272,-460.34363,-503.58853
3,-516.37146,-528.6674,53.41387,64.42401,66.9512,69.73149,51.621174,94.31271,145.9831,160.51256,144.55594,113.70973,105.98245,51.36222,-25.568954,-27.452965,50.911926,119.90613,139.66745,110.960785,100.860504,100.344826,134.38347,148.69916,120.91933,14.456036,58.28691,105.33528,148.7106,177.42982,145.07564,167.28555,168.08832,156.14655,156.71884,162.67342,157.48926,78.42761,90.90943,122.23233,156.28493,183.82785,199.34064,202.2517,180.64542,68.99679,78.69192,75.929306,93.40142,109.541214
4,121.92981,119.961876,125.59218,154.02914,171.61096,158.47421,151.2117,160.93677,154.90778,129.51231,89.461945,86.50508,136.74966,166.98315,162.51459,147.63803,148.97751,154.54437,146.86365,153.32025,142.21465,64.68237,40.734528,46.49739,95.5327,131.71819,119.9525,75.776215,35.862625,-2.3919802,92.01909,144.21388,171.54561,177.68427,187.9558,201.59027,194.42189,186.31088,191.76346,211.62334,203.81631,175.28067,159.50705,157.6264,153.88593,168.70294,180.41907,164.51779,140.77391,115.90265
5,122.47494,123.69754,114.05714,140.11113,151.98236,136.90105,121.33363,144.5946,165.49092,165.85898,158.6789,141.57248,150.12329,156.38263,155.51155,160.4216,170.44662,162.67992,163.3281,172.10796,167.40585,180.46548,181.6033,164.92934,159.10326,159.32822,167.84184,144.84225,70.87418,25.262478,1.7005423,-31.377453,-46.433372,-57.029087,-66.934845,-3.8131828,85.055016,126.7215,159.41502,173.53845,163.1974,156.44064,128.64581,84.60704,97.741165,121.98672,123.245224,100.710724,100.117836,106.64472
6,86.24887,58.37983,51.027176,39.80641,-26.717316,-31.436478,-19.001995,16.50502,41.838287,0.53941786,-16.754261,-53.290604,-75.69266,-77.118996,-31.910437,-2.1180701,-36.280563,-56.232742,-20.387144,-24.629791,-63.452183,-105.72757,-116.421616,-122.69995,-84.64684,-43.235123,11.94254,1.8007886,18.076687,18.573338,13.088163,27.920029,7.1777916,-15.153374,-44.717552,-66.640976,-56.83663,-19.303833,26.711252,55.97493,11.166136,-8.2919655,-11.274986,-34.77838,-36.491028,-17.339725,28.388842,25.301434,-24.747667,-33.179382
7,1.1738749,-8.376436,-36.13064,-45.258423,-48.814026,-29.96661,-1.8231541,18.91439,-26.037357,-38.21704,-20.032356,16.76368,20.839546,-2.3914225,-4.914941,-33.269997,-31.609268,14.759193,12.461534,-8.184081,-5.125058,21.105942,52.038162,33.279285,3.152854,23.507536,29.667786,2.5313969,-2.9105458,15.124893,16.674366,9.951189,-8.210688,-4.8437095,-6.6999454,-25.129642,-39.759636,-24.895649,6.658802,53.00953,82.434875,93.08829,84.02702,69.03111,68.19502,67.87209,61.668472,56.95077,46.8026,25.58255
8,7.4071603,-4.256173,-3.429399,10.118145,20.50457,30.104362,5.6298656,-17.371126,-32.7582,-27.539467,0.23707542,44.134933,54.113297,55.938385,31.372051,11.79277,-1.0885998,-9.575523,17.001495,45.551384,43.135235,36.207794,32.494396,17.952164,-27.38739,-55.042442,-65.72493,-59.31916,-21.540966,41.92678,29.282463,-8.318812,-13.085043,-24.763372,-33.116493,-27.560795,-15.406467,12.17162,-3.3243601,-3.134502,-5.6782823,-4.286109,19.213806,-2.1347575,-54.296432,-57.51487,-15.210635,-41.21834,-38.171448,-33.78882
9,-20.791555,6.481513,25.299538,20.602634,27.243284,26.27934,15.847398,21.467873,21.240791,24.04295,32.998497,21.494976,50.462975,58.969204,58.25673,59.539524,59.723763,92.56575,101.98555,86.96576,91.43553,60.089478,53.960983,33.513668,30.98586,30.144726,46.93261,42.97001,24.363295,37.23079,61.149445,52.248077,41.47968,30.253193,53.730618,56.92141,49.163445,34.734184,40.55668,53.449707,47.535995,31.691986,34.088722,48.55635,49.736183,29.917137,19.93359,27.703152,18.374,40.03883
