,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,-492.52014,-486.36008,-491.71396,-469.23016,-405.5344,-361.17218,-297.03137,-230.29858,-186.50334,-169.57018,-199.44107,-210.93211,-193.0363,-185.47505,-198.58653,-209.41301,-202.99594,-206.42274,-153.2166,-136.18774,-139.49846,-137.82349,-124.60042,-130.01501,-140.21606,-144.56566,-154.19753,-157.97299,-147.92116,-137.07567,-132.28651,-141.32547,-128.63875,-119.09263,-139.71494,-192.94391,-237.21915,-244.5812,-265.35056,-267.03485,-248.22838,-236.36339,-231.21921,-179.8016,-127.91984,-144.48064,-191.40889,-163.53473,-145.9064,-127.76867
1,-134.69588,-136.73213,-106.75826,-110.6063,-121.311455,-167.33142,-196.14465,-152.95573,-105.89631,-110.67995,-156.60825,-214.9006,-201.16743,-153.11702,-137.94402,-140.94112,-148.02872,-133.03465,-129.04753,-128.24545,-141.89938,-167.32715,-182.66258,-163.52226,-150.2708,-131.08437,-129.97733,-140.86449,-149.44,-146.22672,-143.52579,-141.42828,-162.28348,-126.3132,-114.33493,-142.76682,-180.98251,-213.95456,-168.77925,-155.4496,-162.65121,-182.26303,-198.40834,-181.25835,-154.20648,-137.84639,-125.649864,-130.45587,-136.21048,-151.05362
2,-189.76732,-236.83879,-221.2362,-197.83803,-196.87003,-200.68228,-163.56648,-151.68443,-142.27081,-171.80869,-237.95692,-201.06165,-183.1133,-186.16273,-181.93912,-183.07672,-182.74144,-169.98999,-151.02469,-148.14835,-179.66656,-260.48734,-276.6211,-246.65579,-220.08012,-200.57204,-172.90732,-152.12976,-160.69504,-178.75906,-202.16354,-256.1279,-299.4014,-278.02304,-246.16896,-215.15825,-197.00589,-203.72343,-207.49173,-202.56728,-222.02798,-253.57002,-264.76685,-272.93765,-285.1213,-297.41827,-261.96884,-249.66249,-301.64203,-252.4806
3,-198.00487,-199.14417,-213.00864,-233.18788,-254.50256,-274.37866,-291.62924,-309.88876,-337.88626,-358.7638,-370.4599,-381.40958,-393.33862,-398.819,-409.73953,33.160103,40.182198,25.7649,46.208878,122.334274,145.39896,172.64227,200.67157,201.65143,195.75775,172.80548,146.6922,150.60791,156.22363,159.86584,168.28789,171.52802,155.62103,179.29648,191.45349,183.15433,184.8523,197.16113,171.97449,152.40532,151.18997,162.74527,184.92183,188.63403,184.24454,163.54791,150.95937,175.44995,190.75967,189.49908
4,170.60406,156.11879,168.85173,169.31659,179.63103,176.32172,165.82529,172.52394,181.8841,187.21335,185.23285,165.3392,153.49812,148.18686,133.77011,101.38163,89.82529,123.98738,143.1607,160.91405,149.34863,52.86599,37.844284,79.152756,124.60983,176.61569,183.42471,189.62491,194.56198,185.10524,180.89148,183.15845,175.3316,172.23329,184.12793,197.46838,184.92741,153.1718,150.16293,151.70824,170.12616,178.70105,182.1019,175.25851,172.20322,165.12778,138.43613,91.3893,95.99779,117.49318
5,149.93439,160.95862,137.65245,149.352,162.08847,146.7366,115.47829,81.8183,89.5502,140.35237,173.99835,187.75082,193.46558,202.97687,209.6463,204.4148,180.89423,181.82932,181.53229,160.17554,131.49959,161.40201,181.1026,197.97495,201.43628,186.90787,193.18964,188.06442,179.21457,177.17717,184.5744,190.73108,181.96777,185.79755,189.5383,185.95285,168.97171,162.02145,166.12958,163.60306,179.00946,178.36006,144.16014,101.65445,65.70903,45.836792,47.97254,89.28819,140.72974,169.58353
6,157.19547,125.29146,97.7585,93.82042,118.29754,151.81424,188.99591,194.85504,189.36636,168.00748,126.31472,64.24746,47.535553,52.02071,68.62099,78.117355,79.51927,94.8221,107.826096,103.34608,99.414696,91.73761,80.71887,69.42601,60.97074,61.14063,61.752808,54.802162,58.565895,63.441566,24.090254,27.360723,7.2983418,9.399492,56.19995,49.94566,23.59914,1.637157,-14.184389,-21.382973,-18.395262,-21.87944,-25.580952,-32.26955,-32.487656,-28.173908,-12.847195,-4.086938,-13.609543,-19.33255
7,-27.036842,-19.58213,1.1227298,-7.6262503,-25.471586,-24.306236,-12.811529,-33.02295,-61.290436,-77.30774,-87.71969,-89.466324,-86.82369,-77.78975,-59.567047,-36.327972,-12.9685545,6.448269,19.021679,22.884975,6.9410725,-12.247907,-14.270109,-33.607376,-53.36185,-49.85404,-30.375324,-49.075394,-52.092567,-38.206177,-24.607082,-25.548225,-37.920063,-51.980865,-36.903996,0.2310566,13.614723,-0.97746706,-10.472195,-35.50827,-40.72119,-18.881386,-27.147821,-47.21512,-48.09082,-45.50918,-36.06288,-43.38556,-44.57534,-35.87168
8,-22.005745,-13.844099,-26.012516,-36.51492,-29.94674,-28.89645,-34.01422,-29.238907,-25.369308,-19.487,-8.808222,11.859172,18.654219,-5.6314564,-35.252716,-52.249794,-37.729675,-22.982002,-42.18242,-44.52682,-24.420567,-8.605095,-17.419174,-25.723623,-17.84956,-30.908634,-47.368298,-53.85315,-55.405792,-51.48667,-30.036572,-14.717456,-21.02629,-12.989483,5.4763274,8.750551,-4.4499874,-27.124746,-29.694584,-16.842306,0.23008439,-11.196974,-22.887978,-24.099098,-30.073212,-18.252926,-12.632097,-40.44287,-61.45334,-59.42427
9,-33.831738,3.502933,7.5214767,2.8296118,-13.907536,-32.278854,-26.335865,-1.8970749,13.546851,7.0023904,-14.843775,-26.5734,-7.935952,5.2491946,-8.004622,-4.3360877,9.705217,17.100225,12.242645,7.1890106,-3.9305615,0.9777592,18.80006,31.136612,28.068378,2.4324012,-45.88085,-55.94581,-31.47585,-24.066273,-33.516632,-44.23642,-39.587654,-37.24279,-40.518097,-32.285805,-30.038368,-31.902098,-25.835651,-16.195389,-8.624903,-7.147813,-10.504738,-12.231245,-7.025372,16.501633,16.533146,8.097261,5.35275,15.483776
